Vaccine,Country Name,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
HIB3,Afghanistan,..,..,..,..,..,..,..,..,..,63,66,68,67,64,62,65,66,66,66,66
HIB3,Africa Eastern and Southern,5.106080222,4.848975795,17.4607067,18.15662793,23.62397076,24.70063775,25.5596599,36.37191581,47.30156123,71.64352737,71.92405506,75.40864806,75.04699197,75.42579618,76.9740428,76.75522202,76.25714051,75.91078489,76.59920545,76.67682071
HIB3,Africa Western and Central,0.4616099315,0.4386354063,5.474165407,5.400725212,5.336487344,7.084308082,14.65557286,18.77583376,22.09647357,40.40270235,41.54265005,40.51626238,46.1580491,53.29395633,60.97074071,60.71817371,66.37807795,67.8162296,67.49154955,68.48596034
HIB3,Albania,..,..,..,..,..,..,..,..,..,98,99,99,99,99,98,99,98,99,99,99
HIB3,Algeria,..,..,..,..,..,..,..,..,93,95,95,95,95,95,95,95,91,91,91,91
HIB3,American Samoa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Andorra,90,92,92,91,95,97,93,95,98,97,98,99,98,96,97,97,98,99,99,98
HIB3,Angola,..,..,..,..,..,..,..,43,45,47,49,50,52,54,55,55,55,52,59,53
HIB3,Antigua and Barbuda,..,97,97,97,97,99,99,99,97,94,98,99,98,99,99,99,92,95,95,99
HIB3,Arab World,1.528759505,8.406114903,16.02866044,18.65856708,18.62768003,21.98359622,23.0508227,32.5082155,51.8699635,52.21960167,52.52599504,54.69645683,56.51897166,61.8806732,85.4799975,84.76833504,85.81375951,86.97179255,85.95920685,86.58343945
HIB3,Argentina,83,83,93,96,98,98,91,91,93,94,94,91,91,94,94,94,92,86,86,86
HIB3,Armenia,..,..,..,..,..,..,..,..,..,..,48,95,95,95,93,94,94,94,92,92
HIB3,Aruba,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Australia,90,95,95,95,95,94,95,94,94,94,92,92,92,91,91,93,94,94,94,95
HIB3,Austria,72,74,82,84,83,86,83,85,83,83,86,89,92,95,98,93,87,90,85,85
HIB3,Azerbaijan,..,..,..,..,..,..,..,..,..,..,..,36,89,93,94,96,97,95,95,94
HIB3,"Bahamas, The",90,99,94,93,93,93,95,95,94,96,98,98,98,97,96,95,94,94,90,86
HIB3,Bahrain,97,99,98,97,98,98,98,97,97,97,99,99,99,99,98,98,99,97,99,99
HIB3,Bangladesh,..,..,..,..,..,..,..,..,..,97,94,87,94,96,97,98,98,98,98,98
HIB3,Barbados,..,18,66,88,93,92,84,93,85,93,86,91,87,91,94,97,97,90,95,90
HIB3,Belarus,..,..,..,..,..,..,..,..,6,19,..,21,22,23,20,9,11,9,67,91
HIB3,Belgium,86,86,86,87,87,95,98,98,98,98,98,98,98,98,98,98,97,97,97,97
HIB3,Belize,..,96,89,96,97,96,98,96,94,97,96,95,98,95,95,94,95,88,96,98
HIB3,Benin,..,..,..,..,..,35,74,82,75,79,76,75,80,77,74,74,76,76,76,76
HIB3,Bermuda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Bhutan,..,..,..,..,..,..,..,..,..,..,..,..,97,97,99,99,98,98,97,97
HIB3,Bolivia,77,77,77,80,84,85,83,84,88,93,91,95,93,87,85,89,87,84,83,75
HIB3,Bosnia and Herzegovina,..,..,..,..,49,50,82,83,83,80,83,85,87,83,79,78,69,68,62,62
HIB3,Botswana,..,..,..,..,..,..,..,..,..,..,..,95,95,95,95,95,95,95,95,95
HIB3,Brazil,90,93,93,94,95,96,97,98,99,99,99,99,95,98,95,96,89,93,83,80
HIB3,British Virgin Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Brunei Darussalam,..,..,94,92,92,94,97,99,98,99,95,97,95,99,96,99,99,99,99,99
HIB3,Bulgaria,..,..,..,..,..,..,..,..,..,..,91,95,95,95,83,87,92,92,92,92
HIB3,Burkina Faso,..,..,..,..,..,..,76,89,93,92,91,91,90,88,91,91,91,91,91,91
HIB3,Burundi,..,..,..,..,83,87,92,99,92,94,96,96,96,96,95,94,94,91,90,93
HIB3,Cabo Verde,..,..,..,..,..,..,..,..,..,..,..,90,94,93,96,94,96,97,99,97
HIB3,Cambodia,..,..,..,..,..,..,..,..,..,..,86,88,89,86,91,92,93,93,92,92
HIB3,Cameroon,..,..,..,..,..,..,..,..,..,80,84,82,85,89,83,78,75,74,67,67
HIB3,Canada,88,88,88,88,91,93,95,93,92,91,90,89,90,91,91,91,91,91,91,91
HIB3,Caribbean small states,14.3156835,36.31891221,35.41557792,58.45057973,86.99072036,95.36529585,93.23902322,91.3117338,91.05037112,92.04306996,92.87636044,91.12192319,93.69452385,92.52097812,91.6878642,90.63375052,95.66689369,90.0222083,95.4417975,93.59532697
HIB3,Cayman Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Central African Republic,..,..,..,..,..,..,..,..,..,42,45,47,47,23,47,47,47,47,47,47
HIB3,Central Europe and the Baltics,13.36129844,15.13382349,28.90614273,31.16401404,32.97561101,42.00483523,47.58145996,67.55569098,71.29530109,71.81426025,78.02681028,96.12381821,96.75445031,96.57554144,95.09615893,94.92157469,95.20858874,92.92769559,93.48120594,94.13122027
HIB3,Chad,..,..,..,..,..,..,..,..,17,24,39,33,40,39,36,42,41,41,46,50
HIB3,Channel Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Chile,91,97,97,96,93,91,94,96,95,94,92,94,90,90,95,97,95,93,95,96
HIB3,China,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Colombia,65,55,69,93,89,93,93,93,92,92,88,85,91,91,90,91,91,92,92,92
HIB3,Comoros,..,..,..,..,..,..,..,..,..,38,74,83,89,88,88,91,91,91,91,91
HIB3,"Congo, Dem. Rep.",..,..,..,..,..,..,..,..,..,72,60,74,75,68,68,63,57,57,57,57
HIB3,"Congo, Rep.",..,..,..,..,..,..,..,..,..,72,74,71,64,85,90,80,71,69,75,79
HIB3,Costa Rica,92,89,93,87,90,89,88,88,87,87,90,81,90,95,91,92,97,96,94,94
HIB3,Cote d'Ivoire,..,..,..,..,..,..,..,..,..,81,79,62,82,75,73,79,87,83,86,84
HIB3,Croatia,..,..,79,95,95,96,96,96,96,96,97,96,96,96,95,94,93,92,94,94
HIB3,Cuba,99,99,99,99,99,94,97,97,97,96,96,96,96,96,97,99,99,99,99,99
HIB3,Curacao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Cyprus,32,32,32,58,58,58,90,90,90,96,96,96,96,96,96,97,96,96,97,92
HIB3,Czech Republic,..,..,95,97,98,97,97,99,99,99,99,99,99,99,99,97,96,94,96,97
HIB3,Denmark,95,95,96,96,95,93,93,87,88,89,90,91,94,94,94,93,94,98,97,97
HIB3,Djibouti,..,..,..,..,..,..,..,25,89,89,88,87,81,82,78,84,68,76,84,85
HIB3,Dominica,..,..,..,..,..,..,7,93,96,99,98,98,97,96,97,98,99,91,94,99
HIB3,Dominican Republic,..,20,43,75,80,87,80,70,79,77,81,71,70,75,87,76,73,77,90,79
HIB3,Early-demographic dividend,7.133743912,8.325025514,11.08589542,11.73292298,12.58335376,14.1354941,14.3843626,18.34177855,20.75582858,31.40799881,32.6853191,34.88833271,35.65975276,47.28062379,53.24061296,69.04634161,83.44554174,85.76693595,85.93581705,86.22517614
HIB3,East Asia & Pacific,0.931961118,0.9072412612,0.9906877499,0.9988163241,2.196666361,2.480765046,2.589358594,2.668620065,2.873743052,3.408993629,7.791400403,14.01690174,14.94341954,21.60559604,27.57254771,35.68165773,37.74204674,36.47939111,35.01115755,35.69033763
HIB3,East Asia & Pacific (excluding high income),0.07233779978,0.0659359498,0.07115308749,0.07077424695,1.333062525,1.623228356,1.700479909,1.763517463,1.93116882,2.448069009,7.154449508,9.980580275,11.04075366,18.08930335,22.98910854,31.7502281,33.9074606,32.60944554,31.09818003,31.89424394
HIB3,East Asia & Pacific (IDA & IBRD countries),0.07330294916,0.06674817148,0.07210750706,0.07173848574,1.351408525,1.645474248,1.723853191,1.786297369,1.95506244,2.47716657,7.237055681,10.09059263,10.80252028,17.23203762,22.17875357,30.99711654,33.15867383,31.83353858,30.29170253,31.08528078
HIB3,Ecuador,..,..,..,54,86,90,94,95,95,93,90,88,87,87,83,78,83,85,85,85
HIB3,"Egypt, Arab Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,94,93,95,94,95,95
HIB3,El Salvador,..,..,81,94,90,89,96,99,98,91,89,89,92,92,93,91,93,85,81,81
HIB3,Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53,40,53,53,53,53
HIB3,Eritrea,..,..,..,..,..,..,..,..,95,95,95,94,94,94,94,95,95,95,95,95
HIB3,Estonia,..,..,..,..,27,37,88,95,95,95,94,93,94,94,93,93,93,93,92,91
HIB3,Eswatini,..,..,..,..,..,..,..,..,..,89,89,91,95,98,98,90,90,90,90,90
HIB3,Ethiopia,..,..,..,..,..,..,..,47,52,56,62,65,62,59,61,63,66,68,68,68
HIB3,Euro area,81.80505324,85.66120669,88.63424635,90.35886673,93.62125648,94.18859727,95.23642999,95.24117471,95.39129388,95.25162796,95.12410541,95.61023227,96.06328936,95.6035918,95.34205822,94.88366595,94.27291466,94.14670703,94.05173598,94.25004495
HIB3,Europe & Central Asia,36.98147402,37.90417132,40.77534957,41.61966436,43.05160514,43.88116565,45.39430809,58.63581609,65.00085906,72.42918171,74.32556718,76.54063194,79.58203839,79.28779216,76.32038395,76.11446199,75.57314742,75.57068254,77.24901074,78.50754269
HIB3,Europe & Central Asia (excluding high income),0,0,0,0,0.3309052759,0.3157354789,2.297960074,24.39073212,36.30249424,50.97398403,54.99961369,59.05521706,65.21046995,65.3963926,60.64045522,60.81216134,60.70127982,60.50987631,63.43541651,65.51438702
HIB3,Europe & Central Asia (IDA & IBRD countries),0,0,0.6583213361,0.7400190816,1.001237034,2.382154525,4.720491057,29.12301151,40.91589484,54.58448073,58.28033562,62.07328205,67.52760046,67.57347317,62.94512221,63.03111007,62.76790262,62.6509231,65.40663134,67.40538679
HIB3,European Union,67.43226747,70.45301499,75.97485623,77.85069381,80.57540395,82.75141889,84.32375598,88.66214375,89.53379034,89.46167279,90.90169723,95.74174058,96.27003537,95.87717202,95.3307482,94.96024387,94.54648398,93.95610976,94.02999319,94.29690773
HIB3,Faroe Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Fiji,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
HIB3,Finland,96,96,96,96,96,98,98,97,98,98,99,99,99,98,98,97,92,89,91,91
HIB3,Fragile and conflict affected situations,0.06985045834,3.178799704,3.729981176,3.783906548,4.890483678,6.999582784,9.751792171,17.42297431,24.60580948,44.7670046,45.20808033,47.37081542,50.60921046,59.48444558,64.18680284,64.23210329,66.9265929,67.78589334,67.33239323,68.00887418
HIB3,France,86,86,87,87,97,97,97,97,97,97,97,98,98,98,97,96,95,95,95,95
HIB3,French Polynesia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Gabon,..,..,..,..,..,..,..,..,..,..,67,75,82,79,70,80,75,75,70,70
HIB3,"Gambia, The",90,87,89,91,93,95,95,94,97,99,97,96,98,97,96,97,95,92,93,88
HIB3,Georgia,..,..,..,..,..,..,..,..,..,..,67,94,92,96,91,87,92,91,93,94
HIB3,Germany,94,94,94,93,94,94,93,94,94,94,93,93,93,92,92,92,92,92,92,92
HIB3,Ghana,..,..,80,80,80,84,84,94,93,94,94,91,92,90,98,88,93,99,97,97
HIB3,Gibraltar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Greece,87,87,86,86,85,84,84,83,83,83,83,83,94,94,99,99,99,99,99,99
HIB3,Greenland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Grenada,33,96,98,97,83,99,91,96,99,99,97,95,97,97,97,92,96,96,95,94
HIB3,Guam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Guatemala,..,..,..,..,..,87,89,85,95,92,94,85,96,85,73,74,80,82,86,86
HIB3,Guinea,..,..,..,..,..,..,..,..,..,57,64,63,57,50,44,47,47,45,47,47
HIB3,Guinea-Bissau,..,..,..,..,..,..,..,..,..,80,86,89,87,87,88,88,88,88,88,84
HIB3,Guyana,..,85,91,90,91,93,93,94,93,98,95,93,97,98,98,95,97,97,95,99
HIB3,Haiti,..,..,..,..,..,..,..,..,..,..,..,..,..,68,63,64,64,64,64,51
HIB3,Heavily indebted poor countries (HIPC),3.060646335,3.12035968,10.40191859,11.72312686,15.72279603,17.10851965,21.58587899,30.57651885,39.40358846,72.06934356,72.44755039,75.16998658,75.61700531,75.65756722,76.72260109,76.68105892,76.78492798,77.30952337,76.61898958,76.90772567
HIB3,High income,67.51771846,69.17272354,75.9578261,77.30504177,78.74899199,79.74229938,80.68033934,82.08048553,81.97907079,79.91606849,81.76780108,91.5739418,91.36111217,91.51453829,94.97123458,94.77445375,94.75677299,94.61398531,94.2001159,93.83004627
HIB3,Honduras,93,95,94,91,93,97,94,93,92,97,97,97,98,98,98,98,94,89,90,87
HIB3,"Hong Kong SAR, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Hungary,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
HIB3,IBRD only,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Iceland,98,92,95,97,99,95,97,97,98,96,96,95,89,91,90,92,91,89,91,91
HIB3,IDA & IBRD total,7.530735804,8.064189654,10.75023614,11.59106233,13.08251662,14.28180035,15.23262002,18.8853958,22.10641397,33.86149352,35.7109906,37.93916972,39.68135579,46.56562747,50.87688556,59.23980912,67.14679941,68.69529156,68.67526619,69.2933416
HIB3,IDA blend,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,IDA only,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,IDA total,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,India,..,..,..,..,..,..,..,..,..,..,..,..,..,20,20,45,80,89,90,91
HIB3,Indonesia,..,..,..,..,..,..,..,..,..,..,..,..,..,4,30,84,84,85,85,85
HIB3,"Iran, Islamic Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98,99,99,99,99
HIB3,Iraq,..,..,..,..,..,..,..,..,..,..,..,..,36,68,69,68,73,85,84,84
HIB3,Ireland,85,84,83,86,89,90,91,92,93,93,94,95,95,95,96,95,95,95,94,94
HIB3,Isle of Man,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Israel,93,94,91,93,95,93,94,95,94,96,95,94,94,96,95,95,94,98,98,98
HIB3,Italy,55,70,83,90,94,95,96,96,96,96,95,96,96,95,94,93,93,94,94,95
HIB3,Jamaica,..,..,..,35,98,99,97,91,91,90,94,91,96,93,92,91,99,93,98,96
HIB3,Japan,..,..,..,..,..,..,..,..,..,..,..,99,99,99,99,96,99,99,99,98
HIB3,Jordan,..,59,95,97,95,95,98,98,97,98,98,98,98,98,98,99,98,99,96,89
HIB3,Kazakhstan,..,..,..,..,..,..,..,..,49,97,96,95,97,98,95,98,82,99,98,97
HIB3,Kenya,..,..,84,73,73,76,80,81,88,88,90,96,94,93,92,89,90,82,92,92
HIB3,Kiribati,..,..,..,..,..,..,..,..,83,86,91,95,94,95,75,82,81,90,95,95
HIB3,"Korea, Dem. People's Rep.",..,..,..,..,..,..,..,..,..,..,..,..,32,93,93,96,96,97,97,97
HIB3,"Korea, Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,97,98,97,97,98,98
HIB3,Kosovo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Kuwait,98,99,99,99,98,99,99,99,99,99,98,99,98,99,95,99,99,99,91,91
HIB3,Kyrgyz Republic,..,..,..,..,..,..,..,..,..,..,96,96,96,97,96,97,96,92,93,94
HIB3,Lao PDR,..,..,..,..,..,..,..,..,..,..,74,78,79,87,88,81,66,69,68,68
HIB3,Late-demographic dividend,14.06323907,13.56900886,14.8999641,16.60539822,18.02983803,18.66402528,18.57854106,21.44269056,22.18708272,22.68047148,27.37912946,30.08477626,30.96700562,30.05986665,31.56542574,32.00487573,31.13460203,31.7651956,29.95261242,30.57571397
HIB3,Latin America & Caribbean,69.14029234,72.07990906,76.3988569,82.14049283,86.72926888,92.18166562,91.18887609,90.64114354,90.51742138,92.0150727,91.48472371,90.77002364,91.24203888,89.7068483,89.06858822,89.79360855,89.13584882,86.76531454,84.87656996,82.41774986
HIB3,Latin America & Caribbean (excluding high income),72.15633364,73.46836781,76.7962049,83.31669746,88.04162066,92.48215481,92.28612236,92.18041115,92.73842777,92.43171443,92.26967887,91.43714206,91.88508329,90.14710851,89.55449316,89.74196339,89.23746924,87.69216657,85.82105682,82.88982342
HIB3,Latin America & the Caribbean (IDA & IBRD countries),68.7411573,71.69620757,76.09324235,81.91635296,86.57161295,92.15938319,91.12284749,90.56375056,90.44227639,91.96631052,91.43014645,90.70448005,91.18251039,89.62556643,88.96528972,89.6747161,89.00662743,86.6151814,84.70870792,82.22961466
HIB3,Latvia,79,84,87,96,98,99,96,94,94,94,90,91,90,94,92,94,98,98,96,99
HIB3,Least developed countries: UN classification,0.2044453395,0.1959993062,3.876853015,5.053220808,8.40859066,10.68894271,15.43735483,24.20596951,31.96073998,66.63088243,68.32602411,71.59049712,72.16341765,75.38239177,76.8346776,77.40378986,77.38489429,77.69033867,77.4716533,77.79740075
HIB3,Lebanon,..,..,..,74,75,77,78,80,81,82,83,83,84,85,85,85,85,85,85,85
HIB3,Lesotho,..,..,..,..,..,..,..,..,..,91,94,96,95,93,88,83,87,87,87,87
HIB3,Liberia,..,..,..,..,..,..,..,..,75,81,70,77,80,80,63,80,84,84,84,74
HIB3,Libya,..,..,..,..,..,..,..,56,98,98,98,98,98,96,94,97,97,96,73,73
HIB3,Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Lithuania,2,4,5,10,35,61,94,95,96,98,95,92,93,93,93,93,94,94,92,92
HIB3,Low & middle income,7.438838921,7.815515643,10.34142209,11.20420836,12.67734761,13.67363541,14.67914739,18.30870813,21.56758462,33.23147291,35.13124109,37.369368,39.22059255,46.3270588,50.69054899,59.07625902,67.05800478,68.70238137,68.70169415,69.30265135
HIB3,Low income,0.3199990888,3.33571136,8.867565174,10.54842137,13.17216121,15.51806687,20.22073734,31.02367503,42.206591,67.50495498,67.63964037,70.11572001,69.24956355,69.88300586,70.78311218,71.66628435,72.17376579,73.01038058,72.75879699,73.68192097
HIB3,Lower middle income,0.8020992919,0.8280745524,3.447452188,3.508591776,4.097556599,4.479440512,5.047807794,7.223492039,9.494607732,23.43711343,26.49763414,29.254489,31.92455083,44.25589737,51.78145516,66.53922911,80.99513873,83.39139576,83.42071896,84.1635778
HIB3,Luxembourg,93,96,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99
HIB3,"Macao SAR, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Madagascar,..,..,..,..,..,..,..,..,52,77,71,73,70,74,73,69,77,74,75,79
HIB3,Malawi,..,..,64,84,89,93,99,87,91,93,93,97,96,89,91,88,84,88,92,95
HIB3,Malaysia,..,..,..,..,71,85,89,90,95,95,95,95,99,97,97,99,95,99,99,98
HIB3,Maldives,..,..,..,..,..,..,..,..,..,..,..,..,..,58,99,99,99,99,99,99
HIB3,Mali,..,..,..,..,..,1,16,44,74,73,73,66,65,64,66,71,76,77,77,77
HIB3,Malta,93,84,84,84,83,83,83,72,72,73,76,96,99,99,99,97,97,98,97,97
HIB3,Marshall Islands,45,45,80,70,46,69,60,83,92,99,92,80,67,66,65,70,58,65,72,72
HIB3,Mauritania,..,..,..,..,..,..,..,..,..,64,64,75,80,80,81,73,74,81,81,81
HIB3,Mauritius,..,..,..,..,..,..,96,96,99,99,99,98,98,98,97,97,96,96,97,97
HIB3,Mexico,97,97,97,98,98,98,98,98,96,95,95,97,99,83,87,87,93,85,88,82
HIB3,"Micronesia, Fed. Sts.",75,73,70,68,65,74,59,79,73,73,70,72,66,68,65,61,46,44,59,64
HIB3,Middle East & North Africa,3.178334735,10.30007668,18.15890932,20.95636279,20.98351336,24.44470758,25.45481921,35.40176758,45.04156138,45.39998015,45.30057405,45.19612888,47.24261901,50.61428975,74.7976158,88.17841261,89.34765219,90.45876083,89.78596061,90.54047663
HIB3,Middle East & North Africa (excluding high income),0,7.938238869,8.49200473,11.61496175,11.49970333,15.35425937,16.53015456,27.66181092,38.35262359,38.69199733,38.60582027,38.48430828,40.94372913,44.78232142,72.05113744,87.02365151,88.36746051,89.5396086,88.95348335,89.79746892
HIB3,Middle East & North Africa (IDA & IBRD countries),0,8.077988764,8.643582302,11.81874032,11.69828284,15.6168564,16.80725241,26.50169674,37.37207184,37.70021047,37.58352759,37.45914134,40.01850943,43.90040157,71.61813284,86.83275532,88.19951029,89.39052766,88.79515052,89.65184929
HIB3,Middle income,8.471081909,8.469834278,10.56509697,11.30628269,12.59843307,13.37302772,13.75731618,16.16450745,18.03673675,27.29144457,29.42873834,31.44965901,33.73527851,41.97708287,46.93501935,56.690096,66.07382162,67.86081612,67.89506814,68.41539403
HIB3,Moldova,..,..,..,..,..,..,..,..,..,47,63,78,90,89,89,86,89,88,92,90
HIB3,Monaco,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
HIB3,Mongolia,..,..,..,..,..,28,56,78,96,97,96,99,99,98,99,99,99,99,99,98
HIB3,Montenegro,..,..,..,..,..,..,90,89,93,87,90,90,94,94,91,89,89,87,86,86
HIB3,Morocco,..,..,..,..,..,..,..,91,99,99,99,99,99,99,99,99,99,99,99,99
HIB3,Mozambique,..,..,..,..,..,..,..,..,..,74,74,78,81,85,88,88,88,88,88,88
HIB3,Myanmar,..,..,..,..,..,..,..,..,..,..,..,..,..,75,88,89,90,89,91,90
HIB3,Namibia,..,..,..,..,..,..,..,..,..,..,83,82,84,89,88,92,85,88,89,87
HIB3,Nauru,..,..,..,..,..,..,..,..,..,99,99,99,79,87,95,91,97,87,90,96
HIB3,Nepal,..,..,..,..,..,..,..,..,..,..,..,92,90,92,92,91,87,90,91,93
HIB3,Netherlands,96,96,96,97,97,96,96,97,97,97,97,97,97,97,96,96,95,94,93,94
HIB3,New Caledonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,New Zealand,90,90,88,85,83,80,80,78,86,98,89,94,93,92,93,92,92,93,92,91
HIB3,Nicaragua,83,87,85,86,79,86,88,93,97,98,98,98,98,98,98,98,98,98,98,98
HIB3,Niger,..,..,..,..,..,..,..,..,..,71,70,75,71,73,81,84,80,85,79,81
HIB3,Nigeria,..,..,..,..,..,..,..,..,..,..,..,..,10,27,43,42,53,55,56,57
HIB3,North America,92.59034486,92.6006215,92.60976376,93.54022331,93.7724035,93.92413168,93.14983067,93,91.0802379,84.57564038,90,93.56830998,92.740197,92.82484442,92.8230741,92.82134071,92.82137536,92.81785058,91.9082857,91
HIB3,North Macedonia,..,..,..,..,..,..,..,..,13,82,89,96,95,97,94,89,94,91,92,92
HIB3,Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Norway,93,93,95,94,94,93,95,95,94,95,94,95,95,95,94,95,96,96,96,97
HIB3,Not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,OECD members,68.68884821,69.19263108,71.64669743,74.05407904,74.99525084,76.01008926,76.89736804,83.8248503,84.84418822,83.00031051,84.3427094,92.25813158,92.69436411,90.49236271,93.56472008,93.48130545,94.41254092,93.068874,93.41114208,92.36404238
HIB3,Oman,..,..,97,99,99,99,98,99,99,98,99,99,98,98,99,99,99,99,99,99
HIB3,Other small states,16.23589084,16.16290843,16.82046587,17.60750381,18.7938031,19.60404152,25.93530939,26.91154206,29.61247497,50.61866291,67.09309525,78.01817758,81.20220204,85.84696428,87.19993525,87.72396235,86.86565477,87.10150332,87.15167067,85.79523303
HIB3,Pacific island small states,41.44402394,40.24347519,40.36744367,39.6132687,38.86041764,44.19527988,43.4272323,43.13305282,75.3122433,76.83761202,78.18638556,88.44472336,88.85095078,89.46685021,85.90338131,88.68874794,90.12417252,86.71429281,84.35562475,90.59343891
HIB3,Pakistan,..,..,..,..,..,..,..,..,..,52,52,63,64,65,69,72,75,75,75,75
HIB3,Palau,96,93,90,94,98,98,98,95,92,48,66,85,89,99,99,89,98,95,92,93
HIB3,Panama,..,99,99,98,95,92,88,85,86,85,94,87,85,80,80,73,86,81,88,88
HIB3,Papua New Guinea,..,..,..,..,..,..,..,..,..,73,67,68,65,66,56,52,46,36,35,35
HIB3,Paraguay,..,..,..,86,92,93,92,88,87,85,91,91,91,90,93,92,92,91,88,86
HIB3,Peru,43,38,40,41,96,94,94,93,93,93,93,91,95,88,88,90,89,83,84,88
HIB3,Philippines,..,..,..,..,..,..,..,..,..,..,1,14,22,89,67,60,86,72,65,65
HIB3,Poland,..,..,..,..,..,22,31,88,98,99,99,99,99,99,98,98,98,96,95,95
HIB3,Portugal,86,90,94,99,95,93,97,97,97,96,97,97,98,98,98,98,98,98,99,99
HIB3,Post-demographic dividend,68.97119899,70.37420073,72.85841284,74.18014887,75.77920865,76.08488904,77.09682203,77.92359245,78.69031235,75.80722294,77.58472694,87.22963977,89.58338447,89.68081023,91.38141443,91.04266007,91.51960863,91.16967585,92.21699998,92.88017202
HIB3,Pre-demographic dividend,0.2221241882,0.2110424026,7.697599922,8.159802924,11.70387277,12.80228087,16.78356269,20.30435612,27.69389231,54.6980706,54.47006587,56.10237606,59.9625733,64.68652453,68.72788037,68.65925265,71.12695998,71.66896037,72.08492278,72.48613065
HIB3,Puerto Rico,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Qatar,80,93,96,92,96,97,96,94,97,99,97,93,97,93,89,99,98,97,98,98
HIB3,Romania,..,..,..,..,..,..,..,..,..,..,..,89,92,91,90,89,89,82,86,88
HIB3,Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Rwanda,..,..,88,96,89,95,99,97,97,97,97,97,98,98,98,98,98,98,97,98
HIB3,Samoa,..,..,..,..,..,..,..,..,32,55,70,74,82,85,81,84,80,74,34,58
HIB3,San Marino,95,95,95,94,93,93,91,89,90,88,88,92,87,80,82,83,85,88,91,86
HIB3,Sao Tome and Principe,..,..,..,..,..,..,..,..,..,..,98,96,96,97,95,96,96,95,95,95
HIB3,Saudi Arabia,..,..,95,95,96,96,96,96,98,98,98,98,98,98,98,98,98,98,96,96
HIB3,Senegal,..,..,..,..,..,18,89,94,88,86,89,92,91,92,89,89,93,93,82,93
HIB3,Serbia,..,..,..,..,..,..,42,89,98,94,91,93,90,92,94,95,92,95,96,97
