Vaccine,Country Name,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
MEA2,IBRD only,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,Iceland,..,..,..,92,89,90,93,95,94,93,92,90,97,94,93,94,95,95,95,95
MEA2,IDA & IBRD total,14.48707941,16.01288146,15.49605815,16.58295755,17.48861694,30.08090859,32.16849646,32.6013396,34.46991083,37.0015897,37.7793929,45.07678156,47.83839736,53.04507183,55.65770297,59.74277187,64.25209048,65.42884361,66.84543277,68.61851943
MEA2,IDA blend,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,IDA only,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,IDA total,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,India,..,..,..,..,..,..,..,..,..,..,..,27,36,51,60,69,76,80,82,84
MEA2,Indonesia,..,..,..,21,29,23,50,73,66,67,74,76,78,76,28,31,55,63,67,71
MEA2,"Iran, Islamic Rep.",99,94,96,96,99,92,98,97,96,99,99,99,97,97,98,98,98,98,98,98
MEA2,Iraq,..,52,48,45,41,58,52,64,76,87,77,77,68,57,67,76,78,88,81,86
MEA2,Ireland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,Isle of Man,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,Israel,..,97,97,97,97,96,96,90,91,92,93,87,89,95,96,97,97,96,96,96
MEA2,Italy,..,..,..,..,..,..,..,..,..,..,..,..,..,84,83,83,82,86,89,88
MEA2,Jamaica,..,96,96,95,95,91,88,84,80,78,56,60,76,71,72,83,85,95,82,92
MEA2,Japan,..,..,..,..,..,..,..,..,78,92,97,92,92,93,94,93,93,95,93,93
MEA2,Jordan,83,87,90,91,98,92,88,97,90,90,95,95,96,98,98,96,99,99,96,96
MEA2,Kazakhstan,98,95,98,99,99,96,99,99,99,99,99,99,97,99,99,98,99,99,98,98
MEA2,Kenya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,32,35,45,45
MEA2,Kiribati,..,..,..,..,..,..,..,..,..,35,21,61,9,84,80,76,79,79,85,91
MEA2,"Korea, Dem. People's Rep.",..,..,..,..,..,..,..,..,75,75,76,76,76,76,76,85,98,98,99,98
MEA2,"Korea, Rep.",39,67,95,95,99,99,99,99,99,99,98,98,97,95,96,97,97,97,97,96
MEA2,Kosovo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,Kuwait,..,..,..,..,..,77,96,90,86,94,99,99,99,99,86,96,99,99,94,94
MEA2,Kyrgyz Republic,96,98,98,98,98,98,97,95,97,98,98,98,98,97,97,96,98,96,96,98
MEA2,Lao PDR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57,57
MEA2,Late-demographic dividend,25.64276041,25.8050921,24.53372068,25.10429524,27.38703401,77.44291506,82.86018216,82.22810636,87.31846178,89.0294186,89.73974839,91.38884056,91.04337867,91.05297897,95.06644172,95.09928914,95.15042247,95.07800824,94.52900058,91.88686129
MEA2,Latin America & Caribbean,59.88869576,60.78364879,56.45987461,55.02315933,56.36064608,55.2551506,54.21035962,51.96511483,55.06996292,59.41483922,60.38589209,67.1644263,65.77274506,60.92690726,72.83328583,71.51959043,74.39296212,69.03239926,80.20772324,67.4430541
MEA2,Latin America & Caribbean (excluding high income),65.13292529,65.92726968,61.19758361,59.68903709,58.78321857,57.60785241,56.54488394,54.11353887,57.66813998,62.08080369,61.78147956,69.68110327,67.82087669,61.68409254,73.69565403,72.10755483,75.26384559,68.90619854,82.01229553,69.42470697
MEA2,Latin America & the Caribbean (IDA & IBRD countries),60.73222251,61.66392051,57.29334524,55.75564184,57.04513994,55.25117825,53.66199584,51.38912899,54.52997694,58.97567029,59.92650153,66.8250633,65.40741474,60.48335435,72.52428661,71.17843891,74.08450517,68.65052251,79.9934606,67.0667058
MEA2,Latvia,90,95,96,97,98,99,99,98,94,92,93,92,92,92,89,92,89,89,94,96
MEA2,Least developed countries: UN classification,0,0.11517603,0.1206002402,0.1112263705,0.2113065563,1.114085784,1.663188612,1.252143804,4.53321385,4.910690054,5.565510781,5.71424723,9.004623116,18.72263463,23.01566331,29.66586592,35.13343332,37.15532942,38.88065045,46.638078
MEA2,Lebanon,56,42,28,14,24,34,45,55,65,75,73,70,68,65,63,63,63,63,63,63
MEA2,Lesotho,..,46,50,47,56,68,80,80,80,81,81,82,82,82,82,82,82,82,82,82
MEA2,Liberia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13
MEA2,Libya,..,81,86,90,95,95,96,97,97,97,97,97,97,95,92,97,96,94,72,72
MEA2,Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,Lithuania,97,96,95,93,93,95,94,96,96,94,95,94,93,92,92,92,92,92,92,93
MEA2,Low & middle income,14.31629606,15.81331488,15.30690657,16.40456916,17.11567519,29.87600027,31.99828489,32.42938995,34.56869594,37.07712118,37.74456798,45.10947368,47.85489766,53.05753964,55.60261573,59.73482159,64.321538,65.47441456,66.96759396,68.84868376
MEA2,Low income,2.862616151,2.989768602,3.033446725,2.839105663,2.912848116,4.242768837,4.992543124,4.336944628,7.506148982,7.62512349,7.974821668,7.515218549,8.347332229,11.58547865,12.71148507,17.79148451,22.62697345,24.29781122,25.53952884,35.2214559
MEA2,Lower middle income,7.833122203,7.976656523,8.319253824,9.885954054,11.34532594,10.72668363,12.71343101,14.58949878,15.7679619,18.72790174,19.86311661,32.30947202,37.47363376,46.6915338,49.29744928,55.55458012,62.20561259,65.0412272,66.65907666,69.37487945
MEA2,Luxembourg,..,..,..,..,..,..,..,..,..,..,..,..,86,86,86,86,86,86,90,90
MEA2,"Macao SAR, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,Madagascar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,Malawi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,61,67,72,75
MEA2,Malaysia,..,..,..,..,..,91,90,92,93,95,95,95,99,99,99,99,99,99,88,87
MEA2,Maldives,..,..,..,..,..,..,..,56,76,96,96,96,99,99,97,99,99,99,99,99
MEA2,Mali,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4
MEA2,Malta,..,..,..,2,31,60,86,77,83,85,85,85,91,88,94,91,86,83,95,95
MEA2,Marshall Islands,6,6,70,90,92,71,60,91,79,66,90,74,58,56,53,70,49,62,61,64
MEA2,Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,Mauritius,..,..,..,..,80,78,85,80,83,85,90,89,90,85,85,96,92,95,99,99
MEA2,Mexico,98,99,89,96,97,97,91,85,94,92,91,97,92,76,95,96,98,62,99,73
MEA2,"Micronesia, Fed. Sts.",50,64,65,66,74,84,85,86,84,82,75,75,70,75,75,74,45,52,48,52
MEA2,Middle East & North Africa,56.55603708,71.32449599,72.37024264,71.78238672,79.04047254,82.42911364,83.43672748,85.10809445,79.57657746,81.9704129,81.58065695,81.24601449,77.69899187,78.18020293,82.82463404,86.29136075,88.61320655,88.90837389,86.1478073,86.63935825
MEA2,Middle East & North Africa (excluding high income),62.02364359,69.08257669,70.1712311,69.30552112,77.4497421,80.75837923,81.79607047,83.76212292,77.5083782,80.09830818,79.59801615,79.39610861,75.25902293,75.65302447,81.04926008,85.03454022,87.62317799,87.98348339,84.82404835,85.44917578
MEA2,Middle East & North Africa (IDA & IBRD countries),61.4238491,68.63505065,69.77004859,68.8639786,77.15935805,80.47721985,81.62265658,83.70793775,77.1438671,79.81261002,79.35602202,79.1338606,74.89422403,75.28861701,80.75897172,84.80999965,87.44183989,87.80905639,84.59928869,85.23424714
MEA2,Middle income,15.94664584,17.6625962,17.09745614,18.47505099,19.32602154,33.94157736,36.37568437,37.07344754,39.09347252,42.07914672,42.87133371,51.78577545,54.95150919,60.58352281,63.47660627,67.53663387,72.18939951,73.3620058,75.02209811,75.50413261
MEA2,Moldova,..,..,69,96,98,98,99,95,97,98,98,96,95,94,93,90,95,92,96,95
MEA2,Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79,79,79,79,79,79
MEA2,Mongolia,75,95,96,98,98,98,96,97,96,97,95,98,98,97,98,98,90,98,98,98
MEA2,Montenegro,..,..,..,..,..,..,..,95,96,96,97,97,97,94,95,94,86,83,86,86
MEA2,Morocco,..,..,..,..,91,92,92,92,..,..,..,..,..,..,54,95,99,99,99,99
MEA2,Mozambique,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,45,59,85
MEA2,Myanmar,..,..,..,..,..,..,..,..,57,65,75,80,..,80,82,78,86,80,87,80
MEA2,Namibia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,50,56
MEA2,Nauru,..,95,83,72,60,50,97,99,99,92,99,99,81,88,94,96,97,94,94,95
MEA2,Nepal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,59,69,76
MEA2,Netherlands,..,..,96,98,98,93,92,92,93,93,92,93,93,92,93,92,91,90,89,90
MEA2,New Caledonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,New Zealand,..,..,..,..,..,..,..,..,..,..,..,86,85,86,86,87,89,90,90,90
MEA2,Nicaragua,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84,95,99
MEA2,Niger,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,16,31,46,48,58
MEA2,Nigeria,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9
MEA2,North America,77.84983266,78.91013336,79.05223493,79.16480435,79.248948,79.28704517,79.40142694,79.44943808,80.05217085,80.86551219,81.66821579,82.39691844,90.3070092,90.56627348,91.47111104,92.37438675,93.28297621,93.37101474,93.35708462,94.26253457
MEA2,North Macedonia,95,94,95,97,95,95,96,95,95,97,99,98,96,96,96,93,93,97,94,94
MEA2,Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,Norway,90,90,90,89,90,91,91,93,95,96,97,94,91,91,92,91,91,91,93,95
MEA2,Not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,OECD members,49.47827042,59.09065203,63.34849787,65.06093416,70.62493563,71.11625581,70.72869292,71.68805525,77.2880843,78.0167334,82.03544711,83.03262215,85.1318724,86.85937004,90.13109958,90.35355852,91.12147407,86.39422982,91.85578153,88.4808972
MEA2,Oman,99,99,98,98,98,97,97,95,98,99,99,99,99,99,99,98,99,99,99,99
MEA2,Other small states,6.293600826,11.71272602,18.89651683,19.35066147,23.41596602,24.82264522,25.74592954,29.45849294,31.1882034,31.78898681,31.68305737,33.14001001,39.36140671,47.24641733,49.86384782,50.21425459,49.98602203,52.79279833,54.94473904,55.75843992
MEA2,Pacific island small states,2.886552018,3.758722185,12.05731712,15.209878,13.76799416,38.1311889,43.17214783,46.08204361,45.54084371,43.6986244,43.76436599,47.46034558,43.92814287,49.74558489,47.83443028,45.90310712,43.56747698,42.79071111,58.1707451,61.30926618
MEA2,Pakistan,..,..,..,..,..,..,..,..,..,30,34,38,42,43,48,54,67,67,67,71
MEA2,Palau,75,83,90,94,98,95,98,83,77,79,39,83,86,98,81,82,95,77,75,88
MEA2,Panama,88,88,88,89,89,89,86,83,79,76,73,81,72,68,90,92,93,93,99,97
MEA2,Papua New Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20
MEA2,Paraguay,..,..,..,..,..,31,61,74,84,77,77,78,75,76,76,72,87,82,83,83
MEA2,Peru,..,..,..,..,..,..,..,9,17,42,56,70,63,54,44,63,66,66,66,66
MEA2,Philippines,..,..,..,..,..,..,..,..,..,19,10,33,35,45,47,51,47,46,40,40
MEA2,Poland,96,96,97,97,96,90,99,98,97,95,94,95,95,93,95,94,93,93,92,92
MEA2,Portugal,48,56,64,72,79,87,95,95,95,95,95,96,96,96,96,95,95,95,96,96
MEA2,Post-demographic dividend,44.92641532,47.14998681,55.13115877,56.39087785,61.96162306,63.20615542,64.97603059,66.00401221,73.49319883,74.29727914,78.62192013,79.9633544,83.42994963,87.81993319,88.66025613,89.11013069,88.83458477,91.33542591,91.67299637,92.01286169
MEA2,Pre-demographic dividend,0,2.052440146,1.886899902,1.753495117,1.667430633,2.593911784,2.717194826,2.499699722,3.723412994,4.114726625,3.957138737,3.951071539,4.853281189,6.60541617,10.54221292,18.06037842,22.29709541,24.3257,25.4853115,30.56843303
MEA2,Puerto Rico,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,Qatar,..,..,91,91,95,98,87,91,95,99,98,99,99,99,95,91,92,93,95,95
MEA2,Romania,96,97,97,97,96,96,96,96,95,94,93,91,90,88,84,80,76,75,81,76
MEA2,Russian Federation,86,88,93,96,97,97,97,97,97,97,98,97,97,97,97,97,97,97,97,97
MEA2,Rwanda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87,90,95,96,92
MEA2,Samoa,..,..,84,65,45,26,6,36,46,14,30,50,52,72,63,48,44,42,13,44
MEA2,San Marino,..,..,..,94,94,94,94,94,92,92,90,92,89,85,86,86,81,78,84,79
MEA2,Sao Tome and Principe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71,76,76,76,76,81
MEA2,Saudi Arabia,..,96,96,97,97,97,97,98,98,98,98,97,98,99,98,96,96,96,97,96
MEA2,Senegal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,54,75,70,63,78
MEA2,Serbia,78,74,75,96,96,98,90,96,97,87,91,90,90,82,91,86,90,91,90,91
MEA2,Seychelles,..,98,99,99,99,99,99,99,98,99,98,99,99,97,98,98,99,99,97,99
MEA2,Sierra Leone,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,50,55,64,72
MEA2,Singapore,98,96,96,96,96,95,96,96,96,95,96,96,95,90,90,90,88,90,84,84
MEA2,Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,Slovak Republic,99,99,99,99,98,98,99,98,99,99,99,99,99,99,98,98,97,97,97,98
MEA2,Slovenia,98,98,98,98,99,99,99,98,98,98,96,96,96,95,94,96,93,94,94,94
MEA2,Small states,5.227962444,22.28476936,27.71345846,27.63093662,31.16762227,34.8535087,35.20665288,38.19886682,38.90898558,39.0413177,37.55720226,39.23887752,44.77266015,51.50039888,53.64397771,54.28999458,53.84573982,57.01121969,58.72731098,60.45633969
MEA2,Solomon Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54,54
MEA2,Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,South Africa,62,54,46,52,51,48,53,49,54,63,55,54,53,50,55,59,63,53,50,54
MEA2,South Asia,0,0.4821093905,0.8504493278,0.8556940742,0.9672838949,1.20976619,1.480073695,1.107482805,1.674021378,5.697785117,6.495952307,26.64978935,37.23713995,51.68013373,59.48108419,66.75043838,74.1687927,77.53043781,79.05737274,81.32943403
MEA2,South Asia (IDA & IBRD),0,0.4821093905,0.8504493278,0.8556940742,0.9672838949,1.20976619,1.480073695,1.107482805,1.674021378,5.697785117,6.495952307,26.64978935,37.23713995,51.68013373,59.48108419,66.75043838,74.1687927,77.53043781,79.05737274,81.32943403
MEA2,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,Spain,..,..,..,..,91,92,94,95,94,90,92,91,90,91,93,94,95,93,94,94
MEA2,Sri Lanka,..,52,92,90,95,99,98,97,97,97,99,99,99,99,99,99,99,99,99,99
MEA2,St. Kitts and Nevis,99,99,99,98,98,97,96,95,94,99,99,99,90,94,90,90,96,95,96,98
MEA2,St. Lucia,89,73,71,69,67,56,45,33,22,63,74,72,80,62,79,95,88,73,68,75
MEA2,St. Martin (French part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,St. Vincent and the Grenadines,..,99,99,86,73,93,88,83,94,94,89,91,92,96,98,99,99,99,99,99
MEA2,Sub-Saharan Africa,2.646667325,2.351790786,2.092547431,2.27428695,2.268950476,2.140480061,2.335529441,2.165215971,2.348089836,2.683643851,2.374426257,2.346940912,4.540341096,6.357326636,9.843204963,17.09405864,21.97025733,23.49737174,24.74476455,32.98000396
MEA2,Sub-Saharan Africa (excluding high income),2.646839177,2.345939123,2.08689374,2.268267384,2.263005648,2.13465938,2.329766117,2.159536016,2.34289361,2.678585406,2.369523105,2.34196579,4.535415755,6.35280364,9.838805649,17.09004877,21.96653042,23.49381223,24.74133539,32.9769449
MEA2,Sub-Saharan Africa (IDA & IBRD countries),2.646667325,2.351790786,2.092547431,2.27428695,2.268950476,2.140480061,2.335529441,2.165215971,2.348089836,2.683643851,2.374426257,2.346940912,4.540341096,6.357326636,9.843204963,17.09405864,21.97025733,23.49737174,24.74476455,32.98000396
MEA2,Sudan,..,..,..,..,..,..,..,..,..,..,..,..,24,57,61,69,69,72,72,74
MEA2,Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,33,33,43,58,56,54,58
MEA2,Sweden,94,94,94,95,95,95,95,95,94,95,94,95,95,95,95,95,95,95,95,95
MEA2,Switzerland,..,..,..,..,..,71,71,71,83,83,83,86,86,86,87,87,87,90,90,90
MEA2,Syrian Arab Republic,80,83,84,83,82,81,81,81,81,82,82,71,53,51,49,47,52,59,54,54
MEA2,Tajikistan,59,72,93,94,98,92,96,90,87,93,95,96,97,92,98,94,97,98,97,97
MEA2,Tanzania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,53,63,67,68,72
MEA2,Thailand,99,86,89,92,95,95,94,94,91,91,91,91,91,94,94,95,95,95,87,87
MEA2,Timor-Leste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,57,54,80
MEA2,Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67
MEA2,Tonga,..,..,..,96,99,98,99,99,98,98,98,99,95,99,92,99,99,99,99,99
MEA2,Trinidad and Tobago,..,80,77,73,78,84,78,87,81,80,82,83,85,86,93,79,65,90,92,92
MEA2,Tunisia,98,99,98,99,99,99,98,98,99,97,98,97,96,98,91,94,91,91,92,93
MEA2,Turkey,..,91,83,97,97,98,84,94,92,88,91,86,85,98,88,86,85,86,87,88
MEA2,Turkmenistan,92,94,87,89,90,98,99,98,99,99,99,99,99,99,99,99,99,99,99,99
MEA2,Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,Tuvalu,..,99,97,93,90,86,83,74,82,84,87,90,93,84,91,86,92,94,81,92
MEA2,Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,Ukraine,99,98,98,99,97,96,98,96,95,68,41,56,54,54,57,57,31,84,90,92
MEA2,United Arab Emirates,92,92,92,92,92,94,93,93,92,93,94,95,96,98,99,99,99,99,99,99
MEA2,United Kingdom,76,74,74,77,76,75,75,74,75,79,84,85,87,88,89,89,89,88,88,87
MEA2,United States,85,86,86,86,86,86,86,86,87,88,89,90,91,91,92,93,94,94,94,95
MEA2,Upper middle income,30.54205104,34.6491966,32.11872615,34.50528451,34.2877774,77.70024329,81.74183094,80.82355458,83.95580489,87.22102986,87.43233869,89.44113716,88.64298828,87.23672806,90.59172833,90.43423648,91.2321626,89.23768771,91.20191551,87.4732656
MEA2,Uruguay,..,..,..,..,..,..,..,..,..,..,..,..,..,92,93,93,92,92,91,99
MEA2,Uzbekistan,98,98,97,98,99,81,63,44,26,8,54,99,99,99,99,99,99,99,99,99
MEA2,Vanuatu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,"Venezuela, RB",..,..,..,..,..,..,..,..,..,6,31,26,33,38,50,52,53,59,39,13
MEA2,Vietnam,..,..,..,..,..,..,..,18,97,96,98,93,83,86,94,92,95,93,90,92
MEA2,Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,West Bank and Gaza,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEA2,World,17.08897725,19.05209819,19.22203681,20.47687653,21.78840634,33.25823842,35.31540026,35.82165234,38.3871416,40.84280307,42.03367535,48.67132274,51.50085219,56.54224226,58.9334203,62.66002643,66.80837921,67.85907764,69.17624017,70.7855085
MEA2,"Yemen, Rep.",..,..,..,..,..,21,26,32,35,38,43,46,40,47,45,41,49,46,46,46
MEA2,Zambia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33,47,58,64,65,66
MEA2,Zimbabwe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63,78,78,75
POL3,Afghanistan,24,35,36,41,50,58,58,63,64,63,66,68,67,64,62,69,73,73,73,73
POL3,Africa Eastern and Southern,60.02855296,59.19193832,62.93211131,64.39837233,65.26841458,67.11192717,68.89494445,73.17972384,73.13791239,75.74217469,78.03936466,78.75082066,77.89587952,77.16485552,78.44208452,78.61525123,76.27244755,76.06629983,76.5122092,77.30405234
POL3,Africa Western and Central,44.64058231,47.66955979,51.75536332,54.83087075,56.52346796,59.88971258,60.61102416,64.6508063,67.1594396,71.19305543,66.04583283,60.57272485,61.06770193,58.87626775,58.99148945,60.4255647,66.1580478,67.23083254,66.77309204,67.9951914
POL3,Albania,97,97,98,97,98,97,97,99,99,98,99,99,99,99,98,99,98,99,99,99
POL3,Algeria,86,89,86,87,86,88,95,95,92,94,95,95,95,95,95,95,91,91,91,91
POL3,American Samoa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
POL3,Andorra,95,95,95,99,99,98,93,96,99,99,99,99,99,96,97,97,98,99,99,99
POL3,Angola,21,28,22,21,18,14,8,43,36,36,56,50,54,48,55,57,53,47,56,51
POL3,Antigua and Barbuda,96,99,93,99,97,98,99,98,99,98,99,99,97,98,96,86,87,94,94,95
POL3,Arab World,83.70817389,84.08244864,82.00459952,82.28875974,82.91193187,84.85964691,83.95256265,86.83237756,86.55956022,86.78011078,88.04612704,87.17304089,84.87224364,86.70692259,86.14483806,85.14501984,86.11527536,86.91842479,84.6290572,86.69005538
POL3,Argentina,88,85,94,95,91,95,92,92,94,97,95,93,90,90,92,93,87,84,84,84
POL3,Armenia,96,97,96,96,93,92,87,90,91,94,96,96,96,96,95,96,96,96,92,94
POL3,Aruba,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
POL3,Australia,90,91,92,92,92,92,92,92,92,92,92,92,92,91,92,93,94,95,95,95
POL3,Austria,71,83,82,84,83,86,83,85,83,83,86,89,92,95,98,93,87,90,85,85
POL3,Azerbaijan,75,77,80,79,78,79,80,81,85,84,85,91,92,96,97,98,98,97,96,96
POL3,"Bahamas, The",91,98,93,93,92,93,94,95,93,97,97,97,99,97,96,95,94,94,90,86
POL3,Bahrain,97,99,98,97,98,98,98,97,97,97,99,99,99,99,98,98,99,98,99,99
POL3,Bangladesh,83,85,83,90,88,94,95,96,96,97,94,96,94,96,97,98,98,98,98,98
POL3,Barbados,86,93,86,90,93,91,85,93,85,93,90,91,88,91,95,97,97,91,94,91
POL3,Belarus,99,99,99,53,99,98,97,90,98,98,99,98,98,98,97,99,98,98,98,98
POL3,Belgium,96,96,96,96,96,97,99,99,99,98,98,98,99,99,99,99,98,98,98,98
POL3,Belize,91,96,93,95,97,96,98,97,94,98,96,95,98,95,95,94,96,88,96,98
POL3,Benin,78,77,76,75,74,73,76,82,77,80,77,77,80,73,71,72,75,75,75,75
POL3,Bermuda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
POL3,Bhutan,98,88,89,96,90,95,96,93,96,93,92,95,97,97,98,98,97,97,97,97
POL3,Bolivia,74,71,76,82,84,84,82,85,87,92,90,95,93,88,85,88,87,83,83,75
POL3,Bosnia and Herzegovina,87,92,86,87,87,95,91,95,92,90,90,89,87,87,86,74,79,75,73,73
POL3,Botswana,97,97,97,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
POL3,Brazil,99,99,99,99,99,99,99,99,99,99,99,98,96,96,96,98,72,75,85,85
POL3,British Virgin Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
POL3,Brunei Darussalam,99,99,99,99,92,93,94,95,97,99,99,96,92,99,99,99,99,99,99,99
POL3,Bulgaria,94,94,94,96,94,97,96,95,96,94,94,95,95,95,88,91,92,92,92,92
POL3,Burkina Faso,45,62,69,83,83,94,94,93,92,91,90,90,90,89,91,91,91,91,91,91
POL3,Burundi,71,72,74,75,76,82,88,93,89,96,94,95,96,96,95,94,94,91,90,93
POL3,Cabo Verde,90,91,92,93,94,95,97,98,99,99,99,90,94,93,95,93,95,96,98,97
POL3,Cambodia,62,59,54,69,86,82,80,82,91,95,90,91,90,71,92,92,91,91,90,94
POL3,Cameroon,57,61,66,72,72,79,78,81,82,79,83,80,85,88,84,77,75,74,68,68
POL3,Canada,88,88,88,88,91,93,95,99,96,93,90,87,91,91,91,91,91,91,91,91
POL3,Caribbean small states,88.81274784,93.36892158,94.32295547,93.58847008,93.93165917,95.31806442,93.89026638,92.90724019,91.27952827,91.90326385,93.98633471,92.31578038,93.86389308,90.1724465,92.48028363,90.30962901,93.22149765,88.88949805,95.31338455,93.22170675
POL3,Cayman Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
POL3,Central African Republic,38,40,42,44,45,47,47,46,46,45,46,47,47,23,47,47,47,47,47,47
POL3,Central Europe and the Baltics,97.50616396,97.68290671,97.35862747,97.22358906,97.42151237,97.74752387,97.86620937,97.68252407,96.49033543,96.38143369,96.08431663,95.01307593,95.29229717,94.51632467,94.71957021,92.9759743,93.0224845,90.71057352,90.5112661,91.15046838
POL3,Chad,30,26,31,36,31,37,49,38,30,32,43,40,51,46,44,52,44,44,41,47
POL3,Channel Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
POL3,Chile,91,96,97,96,94,92,94,95,95,94,92,93,90,90,95,96,95,93,95,96
POL3,China,86,86,86,87,87,87,94,94,99,99,99,99,99,99,99,99,99,99,99,99
POL3,Colombia,82,83,83,92,89,93,94,93,92,92,88,85,91,91,90,91,91,92,92,92
POL3,Comoros,70,70,98,80,73,67,69,75,81,84,82,85,85,85,87,92,92,94,94,94
POL3,"Congo, Dem. Rep.",42,30,40,47,52,60,62,72,64,78,76,77,73,66,68,63,57,59,59,59
POL3,"Congo, Rep.",31,32,41,50,67,62,73,71,77,76,72,72,68,85,90,80,71,69,75,78
POL3,Costa Rica,80,92,94,88,90,91,89,89,89,80,93,82,90,95,91,92,97,96,94,94
POL3,Cote d'Ivoire,66,70,70,68,76,87,76,75,58,77,75,58,83,74,71,77,81,82,86,85
POL3,Croatia,94,94,95,95,96,96,96,96,96,96,97,96,96,96,95,94,93,92,94,94
POL3,Cuba,98,99,98,98,98,99,99,99,99,99,99,99,98,99,99,99,98,98,99,99
POL3,Curacao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
